"Substance","X.1","X","ChemClass","pKa","MW","Tm","Pvap25","Sol25","Kaw25","Kow","Ksw","Kp.col","Kp.susp","Kp.sed","Kp.soil","RadS","RhoS","hamakerSP.w","Shape","Longest_side","Intermediate_side","Shortest_side"
"ETOFENPROX",634,634,"neutral",NA,376.5,NA,2.79e-05,0.001,NA,11220184.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exo-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl acetate",635,635,"",NA,196,NA,13,1000,NA,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fatty acids, C9-13-neo-",636,636,"acid",4.72,200.32,NA,4.213333332,225.9,NA,2398.832919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fe(II)",637,637,"metal",NA,55.85,NA,5.03e-55,NA,1e-20,NA,423.5340277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fe(III)",638,638,"metal",NA,55.85,NA,5.03e-55,NA,1e-20,NA,1613634.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FENPROPATHRIN",639,639,"neutral",NA,349.43,NA,0.000730667,0.33,NA,501187.2336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fenpropimorph",640,640,"base",7.45,303.49,NA,0.003506667,4.3,NA,85113.80382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FENSULFOTHION",641,641,"neutral",NA,308.35,NA,0.006666667,2000,NA,169.8243652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FENTHION",642,642,"neutral",NA,278.32,NA,0.0014,7.5,NA,12302.68771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FENTIN ACETATE",643,643,"neutral",NA,409.07,NA,8.32e-05,9,NA,13.18256739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLUMETSULAM",644,644,"base",4.6,325.29,NA,3.71e-10,49,NA,31.6227766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLURPRIMIDOL",645,645,"neutral",NA,312.29,NA,4.85e-05,114,NA,2187.761624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fluvastatin",646,646,"acid",4.08,411.48,NA,2.55e-14,0.4681,NA,70794.57844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"formaldehyde",647,647,"",NA,30,-105,130,4e+05,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Formic acid",648,648,"acid",3.75,46.03,NA,5679.999999,1e+06,NA,0.28840315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FUBERIDAZOLE",649,649,"base",4,184.2,NA,9e-07,71,NA,467.7351413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FUMARIC ACID",650,650,"acid",3.03,116.07,NA,0.020533333,7000,NA,2.884031503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FUMARYL CHLORIDE",651,651,"neutral",NA,152.97,NA,275.9999999,60470,NA,1.258925412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FUROSEMIDE",652,652,"acid",3.18,330.74,NA,4.08e-09,73.1,NA,107.1519305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamma-butyrolactone",653,653,"",NA,86,-44,34,0.4,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAMMA-BUTYROLACTONE",654,654,"neutral",NA,86.09,NA,59.99999999,1e+06,NA,0.229086765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gemfibrozil",655,655,"acid",4.48,250.34,NA,0.004066667,4.964,NA,58884.36554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GERANIOL",656,656,"neutral",NA,154.25,NA,3.999999999,100,NA,3630.780548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIBBERELLIC ACID",657,657,"acid",4,346.38,NA,1.79e-11,5000,NA,1.737800829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glutaral",658,658,"",NA,100,-13,2200,3.5,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"glycerol",659,659,"",NA,92,18,0.011,2.8e+08,NA,0.0066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GO-Chitosan",660,1039,"particle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,408,2.02e-20,"Sphere",80000,40000,100
"Graphene Oxide",661,1038,"particle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,350,2.02e-20,"Sphere",70000,35000,1000
"guaiacol",662,660,"acid",9.98,124.14,NA,13.73333333,18700,NA,20.89296131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guanidine, N,N'''-1,6-hexanediylbis N'-cyano-",663,661,"base",9.94,250.31,NA,3.55e-07,29860,NA,0.758577575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gyromitrin",664,662,"base",3.75,100.12,NA,190.6666666,360800,NA,0.26915348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HALOSULFURON-METHYL",665,663,"base",3.44,434.81,NA,3.67e-10,15,NA,2.511886432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARMALINE",666,664,"base",8.99,214.27,NA,2.72e-05,4.051,NA,43651.58322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARMONY",667,665,"base",4,387.39,NA,1.71e-08,2240,NA,36.30780548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hematoxylin",668,666,"acid",8.99,302.29,NA,1.48e-09,35940,NA,5.12861384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEPTANOIC ACID",669,667,"acid",4.8,130.19,NA,1.426666666,2820,NA,263.0267992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hexabromocyclododecane",670,668,"",NA,642,185,1,0.008,NA,650000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hexachloroprene",671,669,"acid",4.95,406.91,NA,1.11e-08,140,NA,34673685.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hexadecan-1-ol",672,670,"",NA,242,49,0.0061,0.041,NA,4500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hexamethylenediamine",673,671,"",NA,116,41,4,0.55,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEXANEDIOIC ACID",674,672,"acid",4.44,146.14,NA,4.24e-05,30800,NA,1.202264435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hexanoic acid",675,673,"acid",4.88,116.16,NA,5.799999999,10300,NA,83.17637711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEXANOIC ACID, 2-ETHYL-",676,674,"acid",4.72,144.22,NA,3.999999999,2000,NA,436.5158322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEXAZINONE",677,675,"base",5.08,252.32,NA,3e-05,33000,NA,70.79457844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hg(II)",678,676,"metal",NA,200.59,NA,0.264486912,NA,1e-20,NA,99763.11575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HYDRAZINE, 1,1-DIBUTYL-",679,677,"base",7.64,144.26,NA,52.53333332,2554,NA,56.23413252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HYDROCHLOROTHIAZIDE",680,678,"acid",7.9,297.73,NA,2.37e-08,722,NA,0.851138038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hydroquinone",681,679,"",NA,110,171,0.002,73000,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydroquinone",682,680,"acid",10.85,110.11,NA,0.0032,72000,NA,3.89045145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HYDROXYUREA",683,681,"neutral",NA,76.06,NA,0.039333333,1e+06,NA,0.015848932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I-NICOTINAMIDE",684,682,"base",3.61,122.13,NA,0.013866667,170900,NA,0.52480746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ibuprofen",685,683,"",NA,206,76,0.0012,25,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IBUPROFEN",686,684,"acid",4.91,206.29,NA,0.0248,21,NA,9332.543008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMAZALIL BASE",687,685,"base",5.61,297.19,NA,0.000158667,180,NA,6606.93448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IMIDAZOLE",688,686,"base",6.95,68.08,NA,0.578666667,159100,NA,0.831763771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"indan",689,687,"neutral",NA,118.18,NA,196,109,NA,1513.561248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDOLE-3-ACETIC ACID",690,688,"acid",4.75,175.19,NA,0.00028,1500,NA,25.70395783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iodinated Glycerol",691,689,"neutral",NA,258.06,NA,0.027333333,7018,NA,14.45439771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IODOFENPHOS",692,690,"neutral",NA,413,NA,0.00011,0.1,NA,323593.6569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IODOFORM",693,691,"neutral",NA,393.73,NA,3.159999999,100,NA,1071.519305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRGAROL 1051",694,692,"base",3.11,253.37,NA,0.000489333,7.517,NA,11748.97555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISOBENZAN",695,693,"neutral",NA,411.76,NA,0.000389333,0.3628,NA,32359.36569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isobutane",696,694,"",NA,58,-160,60000,61,NA,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isobutyl acetate",697,695,"",NA,116,-88,1700,53000,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isobutyl methacrylate",698,696,"",NA,142,-36,130,130,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isobutyraldehyde",699,697,"",NA,72,-59,19000,75000,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isobutyric acid",700,698,"",NA,88,-46,200,210000,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISOBUTYRIC ACID",701,699,"acid",4.84,88.11,NA,241.3333333,167000,NA,8.7096359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISONONYL ALCOHOL",702,700,"neutral",NA,144.26,NA,39.99999999,572,NA,1288.249552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISOPENTANOL",703,701,"neutral",NA,88.15,NA,315.9999999,26700,NA,14.45439771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isophthalic acid",704,702,"",NA,166,347,0.00013,5400,NA,0.0045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isopimaric Acid",705,703,"acid",4.8,302.46,NA,7.53e-05,0.09232,NA,2818382.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isopropyl myristate",706,704,"",NA,270,2,0.12,0.05,NA,2400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isopropylamine",707,705,"",NA,59,-80,63000,0.19,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISOQUINOLINE",708,706,"base",5.42,129.16,NA,9.333333331,4520,NA,120.2264435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISOVALERIC ACID",709,707,"acid",4.77,102.13,NA,58.66666665,40700,NA,14.45439771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KETOPROFEN",710,708,"acid",4.45,254.29,NA,0.000194667,51,NA,1318.256739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l-(+)-lactic acid",711,709,"",NA,90,54,0.22,4.7,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L-Arabinose",712,710,"neutral",NA,150.13,NA,3.24e-05,5e+05,NA,0.000954993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L-Cysteine, N-acetyl-",713,711,"acid",3.37,163.19,NA,0.001453333,242900,NA,0.218776162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LENACIL",714,712,"base",10.3,234.3,NA,2e-07,6,NA,1230.268771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LETHANE 60",715,713,"neutral",NA,285.45,NA,0.000350667,0.2151,NA,467735.1413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"linalool",716,714,"",NA,154,NA,10,1400,NA,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LITHOCHOLIC ACID",717,715,"acid",4.75,376.58,NA,3.69e-09,0.377,NA,1548816.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M-CHLOROBENZOIC ACID",718,716,"base",3.81,156.57,NA,0.038933333,450,NA,478.6300923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M-HYDROXYBENZOIC ACID",719,717,"acid",4.3,138.12,NA,0.001318667,7250,NA,31.6227766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M-METHOXYANILINE",720,718,"base",4.24,123.16,NA,9.999999998,15690,NA,8.511380382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M-METHOXYPHENOL",721,719,"acid",9.65,124.14,NA,2.613333333,497,NA,21.87761624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M-PHENOXYBENZOIC ACID",722,720,"acid",3.92,214.22,NA,0.000421333,16.91,NA,8128.305162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m-phenylenediamine",723,721,"",NA,108,63,0.5,1.6,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m-Phenylenediamine dihydrochloride",724,722,"base",4.98,108.14,NA,0.278666667,238000,NA,0.467735141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m-Toluidine, hydrochloride",725,723,"base",4.69,107.16,NA,40.39999999,15000,NA,25.11886432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M-TRIFLUOROMETHYLPHENOL",726,724,"acid",8.95,162.11,NA,81.19999998,769.7,NA,891.2509381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malathion",727,725,"neutral",NA,330.35,NA,0.000450667,143,NA,229.0867653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MALEIC HYDRAZIDE",728,726,"base",5.67,112.09,NA,4.91e-06,4510,NA,0.144543977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANCOZEB",729,727,"acid",4.81,212.36,NA,1e-05,114000,NA,4.168693835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCPB",730,728,"acid",4.84,228.68,NA,5.77e-05,48,NA,3162.27766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEBENDAZOLE",731,729,"base",4.23,295.3,NA,1.13e-09,71.3,NA,676.0829754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mecoprop",732,730,"acid",3.1,214.65,NA,4e-04,620,NA,1348.962883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mecoprop-P",733,731,"acid",3.68,214.65,NA,4e-04,860,NA,1584.893192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"median substance SimpleBox vs 3",734,732,"",NA,201.22,43,0.133,75,NA,1348.962883,NA,NA,NA,NA,NA,0.440705568,NA,NA,NA,NA,NA,NA
"melamine",735,733,"",NA,56,353,3.5e-08,1.1,NA,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meloxicam",736,734,"acid",4.08,351.4,NA,1.43e-13,7.152,NA,2691.534804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHACRYLIC ACID",737,735,"acid",4.65,86.09,NA,132,89000,NA,8.511380382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHACRYLIC ACID, I-BUTYL ESTER",738,736,"neutral",NA,142.2,NA,483.9999999,1300,NA,457.0881896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHANE ARSONATE",739,737,"acid",4.1,139.97,NA,0.0164,256000,NA,0.066069345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Methanone,  2-hydroxy-4-(octyloxy)phenyl phenyl-",740,738,"acid",10.16,326.44,NA,9.23e-06,0.03693,NA,9120108.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Methapyrilene hydrochloride",741,739,"base",4.03,297.85,NA,0.000245333,120900,NA,1.071519305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methenamine",742,740,"",NA,140,280,0.35,890000,NA,0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Methionine Hydroxy Analog",743,741,"acid",4.06,150.19,NA,0.011906667,216300,NA,0.851138038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHOPRENE",744,742,"neutral",NA,310.48,NA,0.003146667,1.4,NA,316227.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHOPROPTRYNE",745,743,"base",3.09,271.38,NA,3.8e-05,320,NA,660.693448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHOTREXATE",746,744,"acid",4.7,454.45,NA,2.01e-15,2600,NA,0.014125375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYL 2,4-DIHYDROXYBENZOATE",747,745,"acid",7.53,168.15,NA,0.003893333,3666,NA,131.8256739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYL 2,5-DICHLOROBENZOATE",748,746,"neutral",NA,205.04,NA,2.026666666,89.75,NA,1318.256739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methyl acetate",749,747,"",NA,74,-98,22000,250000,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYL ACETATE",750,748,"neutral",NA,74.08,NA,28799.99999,243000,NA,1.513561248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methyl acetoacetate",751,749,"",NA,116,-35,4.7,460000,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYL DECYL KETONE",752,750,"neutral",NA,184.32,NA,2.746666666,13.99,NA,15135.61248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methyl methacrylate",753,751,"",NA,100,-50,5300,15000,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYL P-CHLOROBENZOATE",754,752,"neutral",NA,170.6,NA,7.719999998,216.3,NA,741.3102413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYL PROPIONATE",755,753,"neutral",NA,88.11,NA,11200,62400,NA,6.918309709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methyl salicylate",756,754,"",NA,152,-8,0.0098,570,NA,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Methyl t-butyl ether",757,755,"neutral",NA,88.15,NA,33333.33333,51000,NA,8.7096359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYLENE BISTHIOCYANATE",758,756,"neutral",NA,130.18,NA,0.262666667,27170,NA,4.168693835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Methylmercury Dicyandiamide",759,757,"neutral",NA,298.7,NA,0.008666667,21700,NA,0.026915348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYLNITROAMINE",760,758,"base",3.6,76.06,NA,931.9999998,1e+06,NA,0.030902954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"methyloxirane",761,759,"",NA,58,-110,44000,4e+05,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYLSULFONYL CHLORIDE",762,760,"neutral",NA,114.55,NA,305.3333333,8591,NA,18.62087137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Methylthiouracil",763,761,"base",6.94,142.18,NA,0.000184,533,NA,28.18382931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METHYLVINYLKETONE",764,762,"neutral",NA,70.09,NA,12173.33333,60630,NA,2.570395783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METSULFURON-METHYL",765,763,"base",3.8,381.37,NA,3.81e-09,9500,NA,158.4893192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEVINPHOS",766,764,"neutral",NA,224.15,NA,0.017066667,6e+05,NA,1.348962883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEXACARBATE",767,765,"base",5.37,222.29,NA,0.036133333,100,NA,363.0780548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"microplastic",768,1039,"particle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,1300,2e-21,NA,NA,NA,NA
"MISOPROSTOL",769,766,"neutral",NA,382.55,NA,6.05e-10,0.5951,NA,29512.09227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mn(II)",770,767,"metal",NA,54.94,NA,NA,NA,1e-20,NA,2890.71539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mo(VI)",771,768,"metal",NA,95.94,NA,NA,NA,1e-20,NA,12559.43216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MORPHOLINE",772,769,"base",8.49,87.12,NA,1346.666666,1e+06,NA,0.138038426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morpholine, 2,6-dimethyl-",773,770,"base",8.27,115.18,NA,625.3333332,618500,NA,1.905460718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n-Butyl hydrazine hydrochloride",774,771,"base",8.21,88.15,NA,1226.666666,49740,NA,2.951209227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-BUTYLAMINE",775,772,"base",10.78,73.14,NA,12386.66666,1e+06,NA,9.332543008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-butylbenzenesulphonamide",776,773,"",NA,213,-30,4e-07,1100,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-cyclohexylbenzothiazole-2-sulphenamide",777,774,"",NA,232,96,1.5e-06,38,NA,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-DECYLAMINE",778,775,"base",10.64,157.3,NA,13.33333333,550,NA,6025.595861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-DODECYLAMINE",779,776,"base",10.63,185.36,NA,1.073333333,78,NA,57543.99373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-ETHYL-N'-NITRO-N-NITROSOGUANIDINE",780,777,"base",6.53,161.12,NA,0.008413333,157500,NA,0.371535229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-ethylaniline",781,778,"",NA,121,NA,1.4,1600,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-Formyl-N-methyl hydrazine",782,779,"base",3.35,74.08,NA,427.9999999,1e+06,NA,0.00676083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-FORMYLHYDRAZINE",783,780,"base",3.23,60.06,NA,16.93333333,1e+06,NA,0.008912509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-isopropyl-N'-phenyl-p-phenylenediamine",784,781,"",NA,226,74,1.7e-06,19,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-methyl-3-oxobutyramide",785,782,"",NA,115,-3,2000,16,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-METHYLDIETHANOLAMINE",786,783,"base",8.52,119.17,NA,0.026666667,1e+06,NA,0.031622777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-Nitroso-N-methyl-N'-nitroguanidine",787,784,"base",6.53,147.09,NA,0.016,477700,NA,0.120226443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-Nitrosoanabasine",788,785,"base",5.01,191.23,NA,0.008906667,195900,NA,6.45654229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-OCTYLAMINE",789,786,"base",10.65,129.25,NA,129.2,200,NA,794.3282347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-PENTYLAMINE",790,787,"base",10.63,87.17,NA,3999.999999,1e+06,NA,30.90295433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n-PENTYLHYDRAZINE.HCl",791,788,"base",8.21,102.18,NA,438.6666666,17350,NA,9.120108394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N-PROPYL-N'-NITRO-N-NITROSOGUANIDINE",792,789,"base",6.53,175.15,NA,0.003733333,51510,NA,1.148153621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N,N-diethylaniline",793,790,"",NA,149,-38,20,96,NA,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N,N-Dimethylaniline",794,791,"base",5.15,121.18,NA,93.33333331,1450,NA,204.1737945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N,N-DIMETHYLTRIAZENOBENZENE",795,792,"base",3.44,149.2,NA,16.26666666,469.6,NA,389.045145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N,N,4-TRIMETHYLANILINE",796,793,"base",5.63,135.21,NA,23.73333333,650,NA,645.654229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N,N'-DIMETHYLACETAMIDE",797,794,"base",10.78,87.12,NA,266.6666666,1e+06,NA,0.169824365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N,N'-DIPHENYLGUANIDINE",798,795,"base",10.12,211.27,NA,0.000529333,1000,NA,776.2471166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
