"Substance","X.1","X","ChemClass","pKa","MW","Tm","Pvap25","Sol25","Kaw25","Kow","Ksw","Kp.col","Kp.susp","Kp.sed","Kp.soil","RadS","RhoS","hamakerSP.w","Shape","Longest_side","Intermediate_side","Shortest_side"
"2-Naphthalenecarboxamide, 3-hydroxy-4- (2-methoxy-5-nitrophenyl)azo -N-(3-nitrophenyl)-",156,156,"neutral",NA,487.43,NA,5e-17,9.83e-05,NA,199526231.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Naphthalenol, 1- (4-methyl-2-nitrophenyl)azo -",157,157,"acid",9.54,307.31,NA,3.52e-08,0.04857,NA,2818382.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-naphthol",158,158,"",NA,144,121,0.0022,600,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-nitroaniline",159,159,"",NA,138,70,0.04,5800,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Nitropropane",160,160,"acid",7.68,89.09,NA,2293.333333,17000,NA,8.511380382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-nitrotoluene",161,161,"",NA,137,-7,16,650,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-OCTANONE",162,162,"neutral",NA,128.22,NA,180,899,NA,234.4228815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Pentanamine, 2,4,4-trimethyl-",163,163,"base",10.36,129.25,NA,971.9999998,5939,NA,380.1893963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-PHENETHYLISOTHIOCYANATE",164,164,"neutral",NA,163.24,NA,1.506666666,110,NA,2951.209227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-PHENYLPYRIDINE",165,165,"base",4.48,155.2,NA,0.598666667,408.3,NA,426.5795188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-piperazin-1-ylethylamine",166,166,"",NA,129,-18,10,4.4,NA,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Propenoic acid, 1,1-dimethylethyl ester",167,167,"neutral",NA,128.17,NA,1733.333333,1534,NA,123.0268771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Propenoic acid, 2-(dimethylamino)ethyl ester",168,168,"base",8.41,143.19,NA,230.6666666,358600,NA,2.630267992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-PROPENOIC ACID, 3-(3,4-DIHYDROXYPHENYL)-, (E)-",169,169,"acid",4.62,180.16,NA,3.92e-06,54070,NA,14.12537545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-Propynoic acid",170,170,"acid",4.1,70.05,NA,469.3333332,491900,NA,0.645654229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-THIOURACIL",171,171,"base",6.11,128.15,NA,0.510666667,709,NA,7.943282347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2-BIS(4-HYDROXY-3,5-DIBROMOPHENYL)PROPANE",172,172,"acid",6.67,543.88,NA,4.61e-09,0.001002,NA,15848931.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2-DIMETHYL BUTYRIC ACID",173,173,"acid",5.03,116.16,NA,19.73333333,6135,NA,79.43282347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2-DIMETHYL-1-PROPYLAMIN",174,174,"base",10.41,87.17,NA,10693.33333,118100,NA,16.21810097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2-dimethylpropane-1,3-diol",175,175,"",NA,104,127,3,4400000,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2'-(ethylenedioxy)diethanol",176,176,"",NA,150,-7,0.22,31,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[3-oxo-N-phenylbutyramide]",177,177,"",NA,630,350,1.5e-21,0.015,NA,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2'-iminodi(ethylamine)",178,178,"",NA,103,-39,7.4,26,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2'-iminodiethanol",179,179,"",NA,105,28,0.037,95000,NA,0.0066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2'-oxydiethanol",180,180,"",NA,106,-8,1,26,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2',2''-nitrilotriethanol",181,181,"",NA,149,21,4.8e-05,130,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,2',6,6'-tetrabromo-4,4'-isopropylidenediphenol",182,182,"",NA,544,178,4.2e-13,4.2,NA,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3-DICHLOROPHENOL",183,183,"acid",7.7,163,NA,7.733333331,3600,NA,691.8309709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3-DIMETHYLANILINE",184,184,"base",4.7,121.18,NA,9.999999998,1392,NA,147.9108388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3-DIMETHYLPHENOL",185,185,"acid",10.54,122.17,NA,11.86666666,4570,NA,301.995172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3-Dinitrotoluene",186,186,"neutral",NA,182.14,NA,0.286666667,270,NA,151.3561248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3,4,5-tetrachlorophenol",187,187,"acid",6.35,231.89,NA,0.0216,28.69,NA,16218.10097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3,4,5,6-PENTACHLORPYRIDINE",188,188,"neutral",NA,251.33,NA,1.866666666,22.49,NA,3388.441561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3,5-trichlorophenol",189,189,"acid",7.07,197.45,NA,2.933333333,90.09,NA,6918.309709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3,5-TRIMETHYLPHENOL",190,190,"acid",10.67,136.2,NA,0.506666667,762,NA,1412.537545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3,5,6-TETRACHLORO-4-NITROANILINE",191,191,"neutral",NA,290.92,NA,0.005373333,0.8607,NA,29512.09227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3,5,6-tetrachlorophenol",192,192,"acid",5.14,231.89,NA,0.0224,54.9,NA,7585.77575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3,6-TRICHLOROPHENOL",193,193,"acid",5.8,197.45,NA,0.373333333,450,NA,5888.436554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,3,7,8-TetraCDF",194,194,"neutral",NA,305.98,NA,1.96e-05,0.000692,NA,3388441.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-D",195,195,"",NA,221,140,1.1e-05,310,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-DICHLORO-6-NITROPHENOL",196,196,"acid",4.96,208,NA,0.00496,17,NA,1584.893192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-Dichlorodiphenyl ether",197,197,"neutral",NA,239.1,NA,0.122666667,5.6,NA,85113.80382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-dichlorophenol",198,198,"acid",7.89,163,NA,12,4500,NA,1148.153621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-DIMETHOXY-6-HYDROXY-BENZALDEHYD",199,199,"acid",7.74,182.18,NA,0.024,2871,NA,147.9108388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-DIMETHYLANILINE",200,200,"base",4.89,121.18,NA,17.73333333,3652,NA,47.86300923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-dimethylphenol",201,201,"acid",10.6,122.17,NA,13.6,7870,NA,199.5262315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-Dinitrophenol",202,202,"acid",4.09,184.11,NA,0.052,2790,NA,46.77351413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-dinitrotoluene",203,203,"",NA,182,69,11,300,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-IMIDAZOLIDINEDIONE, 5,5-DIMETHYL-",204,204,"base",9.19,128.13,NA,0.000181333,1e+05,NA,0.331131121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4-PENTANEDIONE",205,205,"acid",8.93,100.12,NA,394.6666666,166000,NA,2.511886432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,4-trimethylpentene",206,206,"",NA,112,-104,9300,100,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,5-T triethylammonium salt",207,207,"neutral",NA,355.67,NA,3.17e-09,299.1,NA,31.6227766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,5-Trimethylaniline",208,208,"base",5.19,135.21,NA,1.2,1500,NA,186.2087137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,5-Trimethylaniline hydrochloride",209,209,"base",5.09,135.21,NA,1.2,1500,NA,186.2087137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,6-TRIBROMOPHENOL",210,210,"acid",6.8,330.8,NA,0.0404,70,NA,13489.62883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,6-trichloro-1,3,5-triazine",211,211,"",NA,184,146,0.6,440,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,6-TRICHLORO-3-METHYLPHENOL",212,212,"acid",6.33,211.48,NA,0.412,112,NA,9772.37221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,6-trichlorophenol",213,213,"acid",6.23,197.45,NA,1.066666666,800,NA,4897.788194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,6-TRIIODOPHENOL",214,214,"acid",6.14,471.8,NA,6.6e-05,0.5916,NA,31622.7766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4,6-TRIMETHYLPHENOL",215,215,"acid",10.86,136.2,NA,2.319999999,1200,NA,537.0317964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,4'-DICHLOROBIPHENYL",216,216,"neutral",NA,223.1,NA,0.278666667,1.17,NA,123026.8771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,5-DIMETHYLPHENOL",217,217,"acid",10.41,122.17,NA,20.79999999,3540,NA,213.796209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,5-DINITROPHENOL",218,218,"acid",5.21,184.11,NA,0.016266667,385,NA,56.23413252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,6-di-tert-butyl-p-cresol",219,219,"",NA,220,70,1.3,0.6,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,6-DICHLOROBENZAMIDE",220,220,"neutral",NA,190.03,NA,0.000633333,2730,NA,5.888436554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,6-dichlorophenol",221,221,"acid",6.79,163,NA,4.399999999,1900,NA,562.3413252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,6-dimethylheptan-4-one",222,222,"",NA,142,-42,220,500,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,6-DIMETHYLPHENOL",223,223,"acid",10.62,122.17,NA,22.79999999,6050,NA,229.0867653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,6-DIMETHYLQUINOLINE",224,224,"base",6.18,157.22,NA,0.578666667,1800,NA,1737.800829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,6-DINITROPHENOL",225,225,"acid",3.97,184.11,NA,0.00588,5.6,NA,23.44228815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,6-xylidine",226,226,"base",3.95,121.18,NA,17.33333333,8240,NA,69.18309709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2,7-Naphthalenediol",227,227,"acid",9.37,160.17,NA,0.0001136,1000,NA,79.43282347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2',4'-dimethylacetoacetanilide",228,228,"",NA,205,88,0.00022,0.037,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2H-3,1-Benzoxazine-2,4(1H)-dione",229,229,"neutral",NA,163.13,NA,0.100666667,401.9,NA,398.1071706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-(Chloromethyl)pyridine hydrochloride",230,230,"base",4.46,127.57,NA,65.59999998,79740,NA,40.73802778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Amino-1-methyl-5H-pyrido(4,3-b)indole acetate",231,231,"base",6.79,255.28,NA,5.77e-06,18.32,NA,204.1737945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-AMINO-9-ETHYLCARBAZOLE, HYDROCHLORIDE",232,232,"base",4.36,210.28,NA,0.001333333,3.66,NA,2570.395783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-aminopropyldimethylamine",233,233,"",NA,102,-60,1000,11,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-AMINOPYRIDINE",234,234,"base",6.03,94.12,NA,1.36,1e+06,NA,1.288249552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-BROMO-1-PROPENE",235,235,"neutral",NA,120.98,NA,18933.33333,3830,NA,61.65950019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Buten-2-one, 4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (E)-",236,236,"neutral",NA,192.3,NA,7.199999998,169,NA,6918.309709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-CHLORO-1-PROPANOL",237,237,"neutral",NA,94.54,NA,76.93333331,250000,NA,3.16227766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-CHLOROANILINE",238,238,"base",3.52,127.57,NA,8.799999998,5400,NA,75.8577575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-CHLOROPHENOL",239,239,"acid",9.12,128.56,NA,16.66666666,26000,NA,316.227766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-CHLOROPROPIONIC ACID",240,240,"acid",3.99,108.53,NA,263.9999999,122000,NA,2.570395783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-CYANO-1-NITROBENZENE",241,241,"neutral",NA,148.12,NA,0.1024,1714,NA,14.79108388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-FORMYLPYRIDINE",242,242,"base",3.8,107.11,NA,75.73333331,62860,NA,1.9498446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-hydroxy-2-naphthoic acid",243,243,"",NA,188,220,1.8e-06,85,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-Methyl-2-butanamine",244,244,"base",10.36,87.17,NA,9239.999998,126800,NA,15.13561248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-METHYL-2-NITROPHENOL",245,245,"acid",7.49,153.14,NA,4.959999999,3510,NA,194.98446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-METHYL-4-CHLOROPHENOL",246,246,"acid",9.55,142.59,NA,6.666666665,3830,NA,1258.925412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-METHYL-4-NITROPHENOL",247,247,"acid",7.03,153.14,NA,0.0296,1190,NA,301.995172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-NITRO-3-HEXENE",248,248,"neutral",NA,129.16,NA,115.7333333,443.6,NA,181.9700859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-NITRO-4-TOLUIDINE",249,249,"base",3.03,152.15,NA,0.313333333,1402,NA,104.7128548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-NITROPHENOL",250,250,"acid",8.36,139.11,NA,0.157333333,13500,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-PHENYL-N-BUTYRIC ACID",251,251,"acid",4.41,164.21,NA,0.933333333,2235,NA,151.3561248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-TRIFLUOROMETHYL-4-NITROPHENOL",252,252,"acid",6.07,207.11,NA,0.194666667,5000,NA,741.3102413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,3'-dichlorobenzidine",253,253,"base",3.2,253.13,NA,0.000554667,3.1,NA,3235.936569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,3'-Dimethylbenzidine",254,254,"base",4.5,212.3,NA,0.002746667,1300,NA,218.7761624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,4-dichloroaniline",255,255,"",NA,162,71,2,1000,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,4-DICHLORONITROBENZENE",256,256,"neutral",NA,192,NA,1.373333333,121,NA,1318.256739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,4-DIHYDROXYBENZOIC ACID",257,257,"acid",4.26,154.12,NA,2.43e-05,18200,NA,7.244359601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,4-XYLIDINE",258,258,"base",5.28,121.18,NA,3.719999999,3800,NA,69.18309709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,4,5-TRICHLORO-2-METHOXYPHENOL",259,259,"acid",7.5,227.48,NA,0.12,306,NA,5888.436554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,4,5-TRICHLOROCATECHOL",260,260,"acid",6.28,213.45,NA,0.002693333,96.17,NA,5128.61384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,4,5-TRICHLOROPHENOL",261,261,"acid",7.84,197.45,NA,0.066133333,64.49,NA,10232.92992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,4,5-TRICL-2,6-MEO PHENOL",262,262,"acid",6.88,257.5,NA,0.003013333,13.75,NA,5495.408739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,5-DIMETHYLPHENOL",263,263,"acid",10.19,122.17,NA,5.399999999,4880,NA,223.8721139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,5,5-trimethylcyclohex-2-enone",264,264,"",NA,138,-8,40,12000,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,6,9-triazaundecamethylenediamine",265,265,"",NA,189,30,0.0047,82,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,6,9,12-tetraoxotridecanol",266,266,"",NA,208,-39,0.013,6.1,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3a,4,7,7a-tetrahydro-4,7-methanoindene",267,267,"",NA,132,33,190,40,NA,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-(1,1,3,3-tetramethylbutyl)phenol",268,268,"",NA,206,80,0.21,19,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-(4-N-METHYL-N-NITROSAMINOSTYRYL)QUINOLINE",269,269,"base",5.33,289.34,NA,8.83e-07,3.857,NA,14791.08388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-Aminobiphenyl",270,270,"base",4.35,169.23,NA,0.127733333,223.9,NA,724.4359601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-aminophenol",271,271,"",NA,109,186,0.21,0.33,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-AMINOPYRIDINE",272,272,"base",9.17,94.12,NA,0.046266667,83300,NA,2.089296131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-aminotoluene-3-sulphonic acid",273,273,"",NA,187,312,2.1e-06,4700,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-BROMOPHENYL PHENYL ETHER",274,274,"neutral",NA,249.11,NA,0.2,1.448,NA,87096.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-CHLORCATECHOL",275,275,"acid",8.33,144.56,NA,0.097066667,11260,NA,47.86300923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-CHLORO-1,2-BENZENEDIAMINE",276,276,"base",3.83,142.59,NA,3.346666666,6590,NA,19.05460718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-CHLORO-3,5-DIMETHYL PHENOL",277,277,"acid",9.7,156.61,NA,0.24,250,NA,1862.087137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-chloro-o-cresol",278,278,"",NA,143,50,0.025,7600,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-CHLOROANISOLE",279,279,"neutral",NA,142.59,NA,54.53333332,237,NA,602.5595861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-chlorophenol",280,280,"acid",9.41,128.56,NA,11.86666666,24000,NA,245.4708916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-CHLORORESORCINOL",281,281,"acid",8.11,144.56,NA,0.065333333,8840,NA,63.09573445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-chlorotoluene",282,282,"",NA,127,7,360,150,NA,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-Decylaniline",283,283,"base",5.11,233.4,NA,0.022933333,0.2014,NA,1096478.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-DIMETHYLAMINO-3'-METHYLAZOBENZENE",284,284,"base",3.43,239.32,NA,0.001533333,0.4,NA,69183.09709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-DIMETHYLAMINOPYRIDINE",285,285,"base",10.14,122.17,NA,16.93333333,76000,NA,21.87761624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-Ethylbenzyl alcohol",286,286,"neutral",NA,136.2,NA,0.673333333,3237,NA,186.2087137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-ETHYLNITROBENZENE",287,287,"neutral",NA,151.17,NA,4.613333332,78.95,NA,1071.519305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-FORMYLPYRIDINE",288,288,"base",4.77,107.11,NA,75.73333331,47740,NA,2.691534804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-HYDROXY-3-METHOXYBENZOIC ACID",289,289,"acid",4.51,168.15,NA,0.000197333,1500,NA,26.91534804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-hydroxy-4-methylpentan-2-one",290,290,"",NA,116,54,110,0.94,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-IODOPHENOL",291,291,"acid",9.21,220.01,NA,0.296,428.2,NA,812.8305162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-Methyl-2-methoxyphenol",292,292,"acid",10.28,138.17,NA,7.919999998,2093,NA,75.8577575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-METHYL-2-NITROPHENOL",293,293,"acid",7.6,153.14,NA,10.4,633,NA,234.4228815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-METHYL-2,6-DICHLOROPHENOL",294,294,"acid",7.19,177.03,NA,3.173333333,6730,NA,2238.721139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-METHYLPENTANOIC ACID",295,295,"acid",4.84,116.16,NA,46.93333332,5266,NA,95.4992586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-nitrophenol",296,296,"",NA,139,113,0.0054,15000,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-Nitrophenol",297,297,"acid",7.15,139.11,NA,0.013053333,11600,NA,81.28305162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-nitrotoluene-2-sulphonic acid",298,298,"",NA,217,123,0.84,680000,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-Octylaniline",299,299,"base",5.11,205.35,NA,0.153333333,1.956,NA,114815.3621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-Pentenoic acid",300,300,"acid",4.63,100.12,NA,85.06666665,17650,NA,26.30267992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-PENTYNOIC ACID",301,301,"acid",4.59,98.1,NA,28.13333333,62390,NA,6.165950019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-PHENYLBUTYRIC ACID",302,302,"acid",4.76,164.21,NA,0.249333333,1394,NA,263.0267992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-PHENYLPYRIDINE",303,303,"base",5.55,155.2,NA,0.225333333,441.7,NA,389.045145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-PYRIDINEALDOXIME",304,304,"base",4.73,122.13,NA,0.028266667,432700,NA,5.888436554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-tert-butylbenzoic acid",305,305,"",NA,178,166,0.0015,70,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-tert-butylphenol",306,306,"",NA,150,100,0.5,800,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4-VINYLPYRIDINE",307,307,"base",5.62,105.14,NA,226.6666666,29100,NA,51.2861384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4,4'-BIPHENOL",308,308,"acid",9.42,186.21,NA,1.53e-06,798.2,NA,630.9573445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4,4'-isopropylidenediphenol",309,309,"",NA,228,153,4e-06,300,NA,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
